,id,name,common_name,supercategory,kingdom,phylum,class,order,family,genus,specific_epithet,image_dir_name,label
781,781,Enicospilus purgatus,Enicospilus purgatus,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Enicospilus,purgatus,00781_Animalia_Arthropoda_Insecta_Hymenoptera_Ichneumonidae_Enicospilus_purgatus,Enicospilus purgatus Insects Enicospilus
782,782,Megarhyssa atrata,Black Giant Ichneumon Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Megarhyssa,atrata,00782_Animalia_Arthropoda_Insecta_Hymenoptera_Ichneumonidae_Megarhyssa_atrata,Black Giant Ichneumon Wasp Insects Megarhyssa
783,783,Megarhyssa macrurus,Long-tailed Giant Ichneumonid Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Megarhyssa,macrurus,00783_Animalia_Arthropoda_Insecta_Hymenoptera_Ichneumonidae_Megarhyssa_macrurus,Long-tailed Giant Ichneumonid Wasp Insects Megarhyssa
784,784,Anthidium manicatum,European Wool Carder Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidium,manicatum,00784_Animalia_Arthropoda_Insecta_Hymenoptera_Megachilidae_Anthidium_manicatum,European Wool Carder Bee Insects Anthidium
785,785,Anthidium oblongatum,Oblong Woolcarder,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidium,oblongatum,00785_Animalia_Arthropoda_Insecta_Hymenoptera_Megachilidae_Anthidium_oblongatum,Oblong Woolcarder Insects Anthidium
786,786,Megachile sculpturalis,Giant Resin Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,sculpturalis,00786_Animalia_Arthropoda_Insecta_Hymenoptera_Megachilidae_Megachile_sculpturalis,Giant Resin Bee Insects Megachile
787,787,Megachile xylocopoides,Carpenter-mimic Leafcutter Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,xylocopoides,00787_Animalia_Arthropoda_Insecta_Hymenoptera_Megachilidae_Megachile_xylocopoides,Carpenter-mimic Leafcutter Bee Insects Megachile
788,788,Osmia bicornis,Red Mason Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,bicornis,00788_Animalia_Arthropoda_Insecta_Hymenoptera_Megachilidae_Osmia_bicornis,Red Mason Bee Insects Osmia
789,789,Osmia cornuta,European Orchard Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,cornuta,00789_Animalia_Arthropoda_Insecta_Hymenoptera_Megachilidae_Osmia_cornuta,European Orchard Bee Insects Osmia
790,790,Dasymutilla aureola,Dasymutilla aureola,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Dasymutilla,aureola,00790_Animalia_Arthropoda_Insecta_Hymenoptera_Mutillidae_Dasymutilla_aureola,Dasymutilla aureola Insects Dasymutilla
791,791,Dasymutilla occidentalis,Common Eastern Velvet Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Dasymutilla,occidentalis,00791_Animalia_Arthropoda_Insecta_Hymenoptera_Mutillidae_Dasymutilla_occidentalis,Common Eastern Velvet Ant Insects Dasymutilla
792,792,Pelecinus polyturator,American Pelecinid Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Pelecinidae,Pelecinus,polyturator,00792_Animalia_Arthropoda_Insecta_Hymenoptera_Pelecinidae_Pelecinus_polyturator,American Pelecinid Wasp Insects Pelecinus
793,793,Megascolia maculata,Mammoth Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Scoliidae,Megascolia,maculata,00793_Animalia_Arthropoda_Insecta_Hymenoptera_Scoliidae_Megascolia_maculata,Mammoth Wasp Insects Megascolia
794,794,Scolia bicincta,Double-banded Scoliid Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Scoliidae,Scolia,bicincta,00794_Animalia_Arthropoda_Insecta_Hymenoptera_Scoliidae_Scolia_bicincta,Double-banded Scoliid Wasp Insects Scolia
795,795,Scolia dubia,Scolia dubia,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Scoliidae,Scolia,dubia,00795_Animalia_Arthropoda_Insecta_Hymenoptera_Scoliidae_Scolia_dubia,Scolia dubia Insects Scolia
796,796,Scolia hirta,Scolia hirta,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Scoliidae,Scolia,hirta,00796_Animalia_Arthropoda_Insecta_Hymenoptera_Scoliidae_Scolia_hirta,Scolia hirta Insects Scolia
797,797,Scolia nobilitata,Noble Scoliid Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Scoliidae,Scolia,nobilitata,00797_Animalia_Arthropoda_Insecta_Hymenoptera_Scoliidae_Scolia_nobilitata,Noble Scoliid Wasp Insects Scolia
798,798,Tremex columba,Pigeon Tremex Horntail,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Siricidae,Tremex,columba,00798_Animalia_Arthropoda_Insecta_Hymenoptera_Siricidae_Tremex_columba,Pigeon Tremex Horntail Insects Tremex
799,799,Ammophila procera,Common Thread-waisted Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Ammophila,procera,00799_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Ammophila_procera,Common Thread-waisted Wasp Insects Ammophila
800,800,Chalybion californicum,Common Blue Mud-dauber Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Chalybion,californicum,00800_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Chalybion_californicum,Common Blue Mud-dauber Wasp Insects Chalybion
801,801,Chlorion aerarium,Steel-blue Cricket-hunter Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Chlorion,aerarium,00801_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Chlorion_aerarium,Steel-blue Cricket-hunter Wasp Insects Chlorion
802,802,Eremnophila aureonotata,Eremnophila aureonotata,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Eremnophila,aureonotata,00802_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Eremnophila_aureonotata,Eremnophila aureonotata Insects Eremnophila
803,803,Isodontia mexicana,Mexican Grass-carrying Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Isodontia,mexicana,00803_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Isodontia_mexicana,Mexican Grass-carrying Wasp Insects Isodontia
804,804,Sceliphron caementarium,Black-and-yellow Mud-dauber Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sceliphron,caementarium,00804_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Sceliphron_caementarium,Black-and-yellow Mud-dauber Wasp Insects Sceliphron
805,805,Sphex ichneumoneus,Great Golden Digger Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sphex,ichneumoneus,00805_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Sphex_ichneumoneus,Great Golden Digger Wasp Insects Sphex
806,806,Sphex nudus,Katydid Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sphex,nudus,00806_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Sphex_nudus,Katydid Wasp Insects Sphex
807,807,Sphex pensylvanicus,Great Black Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sphex,pensylvanicus,00807_Animalia_Arthropoda_Insecta_Hymenoptera_Sphecidae_Sphex_pensylvanicus,Great Black Wasp Insects Sphex
808,808,Pontania californica,Willow Apple Gall Sawfly,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Pontania,californica,00808_Animalia_Arthropoda_Insecta_Hymenoptera_Tenthredinidae_Pontania_californica,Willow Apple Gall Sawfly Insects Pontania
809,809,Myzinum quinquecinctum,Five-banded Thynnid Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Thynnidae,Myzinum,quinquecinctum,00809_Animalia_Arthropoda_Insecta_Hymenoptera_Thynnidae_Myzinum_quinquecinctum,Five-banded Thynnid Wasp Insects Myzinum
810,810,Ancistrocerus adiabatus,Ancistrocerus adiabatus,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Ancistrocerus,adiabatus,00810_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Ancistrocerus_adiabatus,Ancistrocerus adiabatus Insects Ancistrocerus
811,811,Ancistrocerus antilope,Ancistrocerus antilope,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Ancistrocerus,antilope,00811_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Ancistrocerus_antilope,Ancistrocerus antilope Insects Ancistrocerus
812,812,Ancistrocerus gazella,European tube wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Ancistrocerus,gazella,00812_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Ancistrocerus_gazella,European tube wasp Insects Ancistrocerus
813,813,Brachygastra mellifica,Mexican Honey Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Brachygastra,mellifica,00813_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Brachygastra_mellifica,Mexican Honey Wasp Insects Brachygastra
814,814,Dolichovespula arenaria,Common Aerial Yellowjacket,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Dolichovespula,arenaria,00814_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Dolichovespula_arenaria,Common Aerial Yellowjacket Insects Dolichovespula
815,815,Dolichovespula maculata,Bald-faced Hornet,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Dolichovespula,maculata,00815_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Dolichovespula_maculata,Bald-faced Hornet Insects Dolichovespula
816,816,Eumenes fraternus,Fraternal Potter Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,fraternus,00816_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Eumenes_fraternus,Fraternal Potter Wasp Insects Eumenes
817,817,Euodynerus foraminatus,Euodynerus foraminatus,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Euodynerus,foraminatus,00817_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Euodynerus_foraminatus,Euodynerus foraminatus Insects Euodynerus
818,818,Euodynerus hidalgo,Euodynerus hidalgo,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Euodynerus,hidalgo,00818_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Euodynerus_hidalgo,Euodynerus hidalgo Insects Euodynerus
819,819,Mischocyttarus flavitarsis,Western Paper Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Mischocyttarus,flavitarsis,00819_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Mischocyttarus_flavitarsis,Western Paper Wasp Insects Mischocyttarus
820,820,Monobia quadridens,Four-toothed Mason Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Monobia,quadridens,00820_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Monobia_quadridens,Four-toothed Mason Wasp Insects Monobia
821,821,Pachodynerus erynnis,Red and Black Mason Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Pachodynerus,erynnis,00821_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Pachodynerus_erynnis,Red and Black Mason Wasp Insects Pachodynerus
822,822,Polistes annularis,Jack Spaniard Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,annularis,00822_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_annularis,Jack Spaniard Wasp Insects Polistes
823,823,Polistes apachus,Apache Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,apachus,00823_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_apachus,Apache Wasp Insects Polistes
824,824,Polistes aurifer,Golden Paper Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,aurifer,00824_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_aurifer,Golden Paper Wasp Insects Polistes
825,825,Polistes bellicosus,Polistes bellicosus,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,bellicosus,00825_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_bellicosus,Polistes bellicosus Insects Polistes
826,826,Polistes canadensis,Neotropical Red Paper Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,canadensis,00826_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_canadensis,Neotropical Red Paper Wasp Insects Polistes
827,827,Polistes carnifex,Executioner Paper Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,carnifex,00827_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_carnifex,Executioner Paper Wasp Insects Polistes
828,828,Polistes chinensis,Asian Paper Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,chinensis,00828_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_chinensis,Asian Paper Wasp Insects Polistes
829,829,Polistes comanchus,Comanche Paper Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,comanchus,00829_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_comanchus,Comanche Paper Wasp Insects Polistes
830,830,Polistes dominula,European Paper Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,dominula,00830_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_dominula,European Paper Wasp Insects Polistes
831,831,Polistes dorsalis,Polistes dorsalis,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,dorsalis,00831_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_dorsalis,Polistes dorsalis Insects Polistes
832,832,Polistes exclamans,Common Paper Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,exclamans,00832_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_exclamans,Common Paper Wasp Insects Polistes
833,833,Polistes fuscatus,Northern Paper Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,fuscatus,00833_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_fuscatus,Northern Paper Wasp Insects Polistes
834,834,Polistes humilis,Australian Paper Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,humilis,00834_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_humilis,Australian Paper Wasp Insects Polistes
835,835,Polistes instabilis,Polistes instabilis,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,instabilis,00835_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_instabilis,Polistes instabilis Insects Polistes
836,836,Polistes major,Horse's Paper Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,major,00836_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_major,Horse's Paper Wasp Insects Polistes
837,837,Polistes metricus,Metricus Paper Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,metricus,00837_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Polistes_metricus,Metricus Paper Wasp Insects Polistes
838,838,Vespa affinis,Lesser Banded Hornet,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,affinis,00838_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespa_affinis,Lesser Banded Hornet Insects Vespa
839,839,Vespa crabro,Giant Hornet,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,crabro,00839_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespa_crabro,Giant Hornet Insects Vespa
840,840,Vespa velutina,Asian Predatory Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,velutina,00840_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespa_velutina,Asian Predatory Wasp Insects Vespa
841,841,Vespula alascensis,Alaska Yellowjacket,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,alascensis,00841_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_alascensis,Alaska Yellowjacket Insects Vespula
842,842,Vespula germanica,German Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,germanica,00842_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_germanica,German Wasp Insects Vespula
843,843,Vespula maculifrons,Eastern Yellowjacket,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,maculifrons,00843_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_maculifrons,Eastern Yellowjacket Insects Vespula
844,844,Vespula pensylvanica,Western Yellowjacket,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,pensylvanica,00844_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_pensylvanica,Western Yellowjacket Insects Vespula
845,845,Vespula squamosa,Southern Yellowjacket,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,squamosa,00845_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_squamosa,Southern Yellowjacket Insects Vespula
846,846,Vespula vidua,Widow Yellowjacket,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,vidua,00846_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_vidua,Widow Yellowjacket Insects Vespula
847,847,Vespula vulgaris,Common Yellowjacket,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,vulgaris,00847_Animalia_Arthropoda_Insecta_Hymenoptera_Vespidae_Vespula_vulgaris,Common Yellowjacket Insects Vespula
848,848,Adela reaumurella,Green Longhorn Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Adelidae,Adela,reaumurella,00848_Animalia_Arthropoda_Insecta_Lepidoptera_Adelidae_Adela_reaumurella,Green Longhorn Moth Insects Adela
849,849,Nemophora degeerella,Yellow-barred Longhorn,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Adelidae,Nemophora,degeerella,00849_Animalia_Arthropoda_Insecta_Lepidoptera_Adelidae_Nemophora_degeerella,Yellow-barred Longhorn Insects Nemophora
850,850,Apatelodes torrefacta,Spotted Apatelodes,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Apatelodidae,Apatelodes,torrefacta,00850_Animalia_Arthropoda_Insecta_Lepidoptera_Apatelodidae_Apatelodes_torrefacta,Spotted Apatelodes Insects Apatelodes
851,851,Atteva aurea,Ailanthus Webworm Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Attevidae,Atteva,aurea,00851_Animalia_Arthropoda_Insecta_Lepidoptera_Attevidae_Atteva_aurea,Ailanthus Webworm Moth Insects Atteva
852,852,Blastobasis glandulella,Acorn Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Blastobasis,glandulella,00852_Animalia_Arthropoda_Insecta_Lepidoptera_Blastobasidae_Blastobasis_glandulella,Acorn Moth Insects Blastobasis
853,853,Limnaecia phragmitella,Shy Cosmet Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,Limnaecia,phragmitella,00853_Animalia_Arthropoda_Insecta_Lepidoptera_Cosmopterigidae_Limnaecia_phragmitella,Shy Cosmet Moth Insects Limnaecia
854,854,Cossus cossus,Goat Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Cossidae,Cossus,cossus,00854_Animalia_Arthropoda_Insecta_Lepidoptera_Cossidae_Cossus_cossus,Goat Moth Insects Cossus
855,855,Prionoxystus robiniae,Carpenterworm Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Cossidae,Prionoxystus,robiniae,00855_Animalia_Arthropoda_Insecta_Lepidoptera_Cossidae_Prionoxystus_robiniae,Carpenterworm Moth Insects Prionoxystus
856,856,Zeuzera pyrina,Leopard Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Cossidae,Zeuzera,pyrina,00856_Animalia_Arthropoda_Insecta_Lepidoptera_Cossidae_Zeuzera_pyrina,Leopard Moth Insects Zeuzera
857,857,Achyra affinitalis,Cotton Web Spinner,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Achyra,affinitalis,00857_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Achyra_affinitalis,Cotton Web Spinner Insects Achyra
858,858,Achyra rantalis,Garden Webworm Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Achyra,rantalis,00858_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Achyra_rantalis,Garden Webworm Moth Insects Achyra
859,859,Agriphila straminella,Pearl Veneer,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Agriphila,straminella,00859_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Agriphila_straminella,Pearl Veneer Insects Agriphila
860,860,Agriphila tristella,Common Grass-veneer,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Agriphila,tristella,00860_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Agriphila_tristella,Common Grass-veneer Insects Agriphila
861,861,Agriphila vulgivagellus,Vagabond Sod Webworm Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Agriphila,vulgivagellus,00861_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Agriphila_vulgivagellus,Vagabond Sod Webworm Moth Insects Agriphila
862,862,Anageshna primordialis,Yellow-spotted Webworm Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Anageshna,primordialis,00862_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Anageshna_primordialis,Yellow-spotted Webworm Moth Insects Anageshna
863,863,Anania funebris,White-spotted Sable,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Anania,funebris,00863_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Anania_funebris,White-spotted Sable Insects Anania
864,864,Anania hortulata,Small Magpie,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Anania,hortulata,00864_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Anania_hortulata,Small Magpie Insects Anania
865,865,Apogeshna stenialis,Checkered Apogeshna,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Apogeshna,stenialis,00865_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Apogeshna_stenialis,Checkered Apogeshna Insects Apogeshna
866,866,Argyria lacteella,Milky Urola Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Argyria,lacteella,00866_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Argyria_lacteella,Milky Urola Moth Insects Argyria
867,867,Blepharomastix ranalis,Hollow-spotted Blepharomastix,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Blepharomastix,ranalis,00867_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Blepharomastix_ranalis,Hollow-spotted Blepharomastix Insects Blepharomastix
868,868,Chalcoela iphitalis,Sooty-winged Chalcoela Moth,Insects,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Chalcoela,iphitalis,00868_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Chalcoela_iphitalis,Sooty-winged Chalcoela Moth Insects Chalcoela
